no,kode_rs,propinsi,pemilik,nama_rs,ranap,rajal,total,kelas
535,3525098,JAWA TIMUR,Swasta,RSI CAHAYA GIRI GRESIK,"1,397","5,061","6,458",D
536,3275054,JAWA BARAT,Swasta,RSIA AS-SOFWAN,"3,516","2,919","6,435",D
537,1301010,SUMATERA BARAT,Pemerintah,RSUD MENTAWAI,"2,194","3,911","6,145",D
538,7402011,SULAWESI TENGGARA,Pemerintah,RSUD KABUPATEN MUNA BARAT,"1,640","4,459","6,099",D
539,3525101,JAWA TIMUR,Pemerintah,RSU UMAR MAS'UD,"1,812","4,239","6,051",D
540,1209065,SUMATERA UTARA,Pemerintah,RSU PARAPAT,"3,158","2,864","6,022",D
541,2171064,KEPULAUAN RIAU,Swasta,RSU ST ELISABETH SEI LEKOP,"1,411","4,582","5,993",D
542,1208053,SUMATERA UTARA,Swasta,RS PTPN III SEI DADAP,"2,220","3,666","5,886",D
543,1273092,SUMATERA UTARA,Swasta,RS MINA PADI,"2,558","3,226","5,784",D
544,1275826,SUMATERA UTARA,Swasta,RS BAHAGIA,"1,142","4,621","5,763",D
545,5311024,NTT,Swasta,RS ST ANTONIUS ENDE,"3,915","1,574","5,489",D
546,3205027,JAWA BARAT,Swasta,RS MEDINA,"1,740","3,632","5,372",D
547,6303026,KALIMANTAN SELATAN,Swasta,RS PTPN XIII D SALAK,"1,759","3,587","5,346",D
548,3509101,JAWA TIMUR,Swasta,RS UTAMA HUSADA,"1,852","3,396","5,249",D
549,3204134,JAWA BARAT,Pemerintah,UPTD RSUD KESEHATAN KERJA PROVINSI JAWA BARAT,565,"4,616","5,181",D
550,6404051,KALIMANTAN TIMUR,Pemerintah,RSUD SANGKULIRANG,"1,967","3,203","5,170",D
551,2171061,KEPULAUAN RIAU,Pemerintah,RS BHAYANGKARA BATAM POLDA KEPRI,"1,558","3,595","5,153",D
552,8103016,MALUKU,Pemerintah,RSU SAPARUA,"2,406","2,666","5,072",D
553,3522062,JAWA TIMUR,Swasta,RS MUSLIMAT NU MUNA ANGGITA BOJONEGORO,"2,188","2,834","5,022",D
554,2005002,KEPULAUAN RIAU,Pemerintah,RS BERGERAK JEMAJA,558,"4,463","5,021",D
555,6305011,KALIMANTAN SELATAN,Swasta,RSU HANDAYATI,"1,451","3,541","4,992",D
556,7403126,SULAWESI TENGGARA,Swasta,RSU SETIA BUNDA,"2,480","2,421","4,901",D
557,3209055,JAWA BARAT,Pemerintah,RS PASAR MINGGU CIREBON,973,"3,899","4,872",D
558,5203027,NTB,Pemerintah,RSUD LOMBOK TIMUR,"1,012","3,728","4,740",D
559,8206012,MALUKU UTARA,Pemerintah,RSUD MABA,"1,187","3,527","4,714",D
560,6471078,KALIMANTAN TIMUR,Pemerintah,RS TINGKAT IV LANUD BALIKPAPAN,731,"3,912","4,643",D
561,3325026,JAWA TENGAH,Swasta,RS BHAKTI WALUYO,791,"3,811","4,602",D
562,1273108,SUMATERA UTARA,Swasta,RS RASYIDA SIANTAR,555,"3,925","4,480",D
563,K1902002,BANGKA BELITUNG,Swasta,KLINIK RAYCARE,0,"4,438","4,438",D
564,6105028,KALIMANTAN BARAT,Swasta,RSU SENTRA MEDIKA SANGGAU,"1,433","2,972","4,405",D
565,3328082,JAWA TENGAH,Swasta,RS. HAWARI ESSA,"1,828","2,567","4,395",D
566,1403035,RIAU,Pemerintah,RSUD TENGKU SULUNG,"1,337","2,927","4,264",D
567,3213043,JAWA BARAT,Swasta,RS MEKAR ARUM,951,"3,312","4,263",D
568,3578782,JAWA TIMUR,Swasta,RSU SURABAYA MEDICAL SERVICE,"2,374","1,871","4,245",D
569,9171021,PAPUA BARAT,Swasta,RS PERTAMINA SORONG,"3,857",371,"4,228",D
570,3404182,DIY,Swasta,RS GRAMEDIKA 10,847,"3,377","4,224",D
571,3520013,JAWA TIMUR,Swasta,RS BHAKTI PERSADA,"2,129","2,082","4,211",D
572,3313054,JAWA TENGAH,Swasta,INDO SEHAT KARANGANYAR,"1,281","2,854","4,135",D
573,3527013,JAWA TIMUR,Swasta,RS NINDHITA,"1,897","2,050","3,947",D
574,7571024,GORONTALO,Swasta,RSU BIOKLINIK,"2,650","1,237","3,887",D
575,6372018,KALIMANTAN SELATAN,Swasta,RSU MAWAR,"1,235","2,651","3,886",D
576,1275152,SUMATERA UTARA,Pemerintah,RS AURI ABDUL MALIK / RUMKIT TNI AU DR. ABDUL MALIK,366,"3,509","3,875",D
577,3309041,JAWA TENGAH,Swasta,RS DR. OEN SAWIT,765,"3,060","3,825",D
578,8108002,MALUKU,Pemerintah,RS BERGERAK KAB. MALUKU BARAT DAYA,"1,193","2,602","3,795",D
579,7171072,SULAWESI UTARA,Swasta,RS PERMATA BUNDA,"1,424","2,356","3,784",D
580,1702035,BENGKULU,Swasta,RS AN-NISSA,"2,306","1,440","3,746",D
581,6201013,KALIMANTAN TENGAH,Swasta,RS CITRA HUSADA,637,"3,086","3,723",D
582,3310425,JAWA TENGAH,Swasta,RS PKU MUHAMMADIYAH PEDAN,887,"2,511","3,398",D
583,8103002,MALUKU,Pemerintah,RS BANDA,"1,382","1,914","3,296",D
584,3301114,JAWA TENGAH,Swasta,RSU AGHISNA MEDIKA SIDAREJA,"1,104","2,014","3,146",D
585,3171621,DKI JAKARTA,Swasta,RSU GANDARIA,243,"2,890","3,133",D
586,3275064,JAWA BARAT,Swasta,RS MUSTIKA MEDIKA BEKASI,844,"2,262","3,106",D
587,3329112,JAWA TENGAH,Swasta,RUMAH SAKIT HARAPAN SEHAT,"1,384","1,618","3,002",D
588,9101021,PAPUA BARAT,Swasta,RS FREEPORT IND INC,"1,521","1,343","2,864",D
589,5203028,NTB,Swasta,RS ISLAM S. ANGGORO,"1,056","1,753","2,809",D
590,1171145,NAD,Swasta,RS MEUTIA,"2,156",449,"2,605",D
591,3306108,JAWA TENGAH,Swasta,RSU KASIH IBU,"1,287","1,317","2,604",D
592,3401050,DIY,Swasta,RSU PKU MUHAMMADIYAH NANGGULAN,719,"1,869","2,588",D
593,3528028,JAWA TIMUR,Pemerintah,RSUD WARU PAMEKASAN,603,"1,943","2,546",D
594,5207004,NTB,Swasta,RS SURYA MEDIKA PKU MUHAMMADIYAH SUMBAWA,735,"1,788","2,523",D
595,3212055,JAWA BARAT,Swasta,RS PERTAMINA BALONGAN,614,"1,873","2,487",D
596,3328081,JAWA TENGAH,Pemerintah,RS HARAPAN SEHAT SLAWI,"1,245","1,217","2,462",D
597,3375075,JAWA TENGAH,Swasta,RUMAH SAKIT HERMINA PEKALONGAN,903,"1,384","2,287",D
598,3320046,JAWA TENGAH,Swasta,RS PKU AISYIYAH JEPARA,"1,278",993,"2,271",D
599,3525099,JAWA TIMUR,Swasta,RS RACHMI DEWI,586,"1,655","2,241",D
600,1813001,LAMPUNG,Pemerintah,RSUD KH. MUHAMMAD THOHIR KRUI,243,"1,934","2,177",D
601,6301020,KALIMANTAN SELATAN,Pemerintah,RSUD KH. MANSYUR,585,"1,576","2,161",D
602,5101053,BALI,Swasta,RS UMUM KERTAYASA,381,"1,777","2,158",D
603,7602047,SULAWESI BARAT,Swasta,RS BHAKTI KASIH,893,"1,030","1,923",D
604,1605044,SUMATERA SELATAN,Pemerintah,RSUD MUARA BELITI,878,"1,010","1,888",D
605,3508060,JAWA TIMUR,Swasta,RSU MUHAMMADIYAH LUMAJANG,"1,170",688,"1,859",D
606,7501044,GORONTALO,Pemerintah,RSUD DR. IR. IWAN BOKINGS,711,"1,087","1,798",D
607,5102048,BALI,Swasta,RS BALI HOLISTIK,516,"1,226","1,742",D
608,3523055,JAWA TIMUR,Pemerintah,RSUD R. ALI MANSHUR,"1,045",697,"1,742",D
609,1205142,SUMATERA UTARA,Swasta,RSU SINT LUCIA,599,"1,094","1,694",D
610,7209002,SULAWESI TENGAH,Pemerintah,RSUD WAKAI,687,919,"1,606",D
611,6108012,KALIMANTAN BARAT,Pemerintah,RS BERGERAK BADAU KAPUAS HULU,447,"1,099","1,546",D
612,3271166,JAWA BARAT,Pemerintah,RS BHAYANGKARA TK. IV BOGOR,635,910,"1,545",D
613,3403027,DIY,Pemerintah,RSUD SAPTOSARI,592,945,"1,537",D
614,3309133,JAWA TENGAH,Pemerintah,RSUD WARAS WIRIS,241,"1,292","1,533",D
615,3501019,JAWA TIMUR,Swasta,RSU MEDICAL MANDIRI PACITAN,838,674,"1,512",D
616,3329113,JAWA TENGAH,Swasta,RS HARAPAN SEHAT BUMIAYU,"1,069",438,"1,507",D
617,3525102,JAWA TIMUR,Swasta,RS RANDEGANSARI HUSADA,980,485,"1,465",D
618,6401016,KALIMANTAN TIMUR,Swasta,RS UMUM MUHAMMADIYAH PASER,532,913,"1,445",D
619,1812003,LAMPUNG,Pemerintah,RSUD TULANG BAWANG BARAT,583,840,"1,423",D
620,1901044,BANGKA BELITUNG,Pemerintah,RSUD DR. EKO MAULANA ALI,754,666,"1,420",D
621,1209054,SUMATERA UTARA,Swasta,RSU BETHESDA GKPS,659,754,"1,413",D
622,7326003,SULAWESI SELATAN,Pemerintah,RS SANTA TERESA MARAMPA' RANTEPAO,394,"1,003","1,397",D
623,3212056,JAWA BARAT,Pemerintah,RSUD MURSID IBNU SYAFIUDDIN,574,753,"1,327",D
624,1509031,JAMBI,Swasta,RS JABAL RAHMAH MEDIKA,636,686,"1,322",D
625,1505028,JAMBI,Pemerintah,RSUD SUNGAI GELAM,620,575,"1,195",D
626,3312310,JAWA TENGAH,Swasta,RS PKU MUHAMMADIYAH WONOGIRI,454,738,"1,192",D
627,6405012,KALIMANTAN TIMUR,Pemerintah,RSUD TALISAYAN,359,730,"1,089",D
628,1403037,RIAU,Swasta,RS 3MPLUS,322,754,"1,076",D
629,3312307,JAWA TENGAH,Swasta,RS FITRI CANDRA,511,548,"1,059",D
630,6112003,KALIMANTAN BARAT,Pemerintah,RSUD KABUPATEN KUBU RAYA,394,650,"1,044",D
631,3314092,JAWA TENGAH,Swasta,RSU ISLAM YAKSSI GEMOLONG,411,585,996,D
632,1571165,JAMBI,Swasta,RSU ERNI MEDIKA,742,220,962,D
633,3401058,DIY,Swasta,RSU QUEEN LATIFA KULON PROGO,153,786,939,D
634,3471381,DIY,Swasta,RS AMC MUHAMMADIYAH,108,825,933,D
635,3517109,JAWA TIMUR,Swasta,RSU PKU MUHAMMADIYAH MOJOAGUNG,470,451,921,D
636,3275066,JAWA BARAT,Pemerintah,RSUD JATISAMPURNA,648,266,914,D
637,7471009,SULAWESI TENGGARA,Swasta,RSU TIARA SENTOSA,477,414,891,D
638,K5272001,NTB,Swasta,KLINIK ARSYAFI,742,139,881,D
639,3212060,JAWA BARAT,Swasta,RS SENTRA MEDIKA LANGUT,619,257,880,D
640,3371144,JAWA TENGAH,Pemerintah,RSUD BUDI RAHAYU,301,562,863,D
641,7208115,SULAWESI TENGAH,Pemerintah,RSUD BULUYE NAPOA'E MOUTONG,496,359,860,D
642,3204135,JAWA BARAT,Swasta,RSU KARYA PANGALENGAN BHAKTI SEHAT,200,656,856,D
643,7502035,GORONTALO,Pemerintah,RSUD BOLIYOHUTO,203,649,852,D
644,1409016,RIAU,Swasta,RSU REGITA MEDIKA,412,437,849,D
645,3507119,JAWA TIMUR,Swasta,RSU WAJAK HUSADA,502,333,835,D
646,3208063,JAWA BARAT,Swasta,RSU MITRA HUSADA,387,421,808,D
647,1671350,SUMATERA SELATAN,Pemerintah,RSUD GANDUS,12,788,800,D
648,3505044,JAWA TIMUR,Swasta,RSU WAVA HUSADA KESAMBEN,448,319,767,D
649,3301105,JAWA TENGAH,Swasta,RSU APRILLIA,313,448,761,D
650,1275887,SUMATERA UTARA,Swasta,RSU IBNU SALEH,404,355,759,D
651,3324038,JAWA TENGAH,Swasta,RSU BAITUL HIKMAH KENDAL,733,22,755,D
652,3517025,JAWA TIMUR,Swasta,RS AIRLANGGA JOMBANG,390,340,730,D
653,1471392,RIAU,Swasta,RSU UNIVERSITAS RIAU,391,330,721,D
654,1311002,SUMATERA BARAT,Pemerintah,RSUD SUNGAI RUMBAI,158,539,697,D
655,3527014,JAWA TIMUR,Pemerintah,RSD KETAPANG,317,332,649,D
656,1212185,SUMATERA UTARA,Pemerintah,RSUD PANCUR BATU,148,491,639,D
657,1806037,LAMPUNG,Swasta,RS MARIA REGINA,176,447,623,D
658,3515130,JAWA TIMUR,Swasta,RSU PRIMA HUSADA,292,321,613,D
659,3315060,JAWA TENGAH,Pemerintah,RSUD KI AGENG SELO WIROSARI,393,206,605,D
660,3202087,JAWA BARAT,Swasta,RSUD SAGARANTEN,479,122,601,D
661,3528029,JAWA TIMUR,Swasta,RSU KUSUMA HOSPITAL,331,267,598,D
662,3321036,JAWA TENGAH,Swasta,RS HJ FATIMAH SULHAN PKU MUHAMMADIYAH DEMAK,152,439,591,D
663,7414002,SULAWESI TENGGARA,Pemerintah,RSUD KABUPATEN BUTON TENGAH,232,350,582,D
664,3524050,JAWA TIMUR,Swasta,RSU PERMATA BUNDA,355,226,581,D
665,3671202,BANTEN,Swasta,RS HERMINA CILEDUG,278,285,563,D
666,8201032,MALUKU UTARA,Pemerintah,RS BERGERAK TOBELO,515,20,535,D
667,3401053,DIY,Swasta,RSU PURA RAHARJA MEDIKA,164,358,522,D
668,3207060,JAWA BARAT,Pemerintah,RSUD KAWALI,252,264,516,D
669,K5271031,NTB,Swasta,LINIK UTAMA RAWAT INAP BERSALIN AKASIA,74,426,500,D
670,3213046,JAWA BARAT,Swasta,RS INDOSEHAT 2003,271,208,479,D
671,3201254,JAWA BARAT,Pemerintah,BOGOR SENIOR HOSPITAL,471,5,476,D
672,3275067,JAWA BARAT,Pemerintah,RSUD PONDOK GEDE,419,25,444,D
673,3275068,JAWA BARAT,Pemerintah,RSUD KELAS D BANTAR GEBANG,442,0,442,D
674,1603087,SUMATERA SELATAN,Pemerintah,RSUD SEMENDO DARAT LAUT,0,441,441,D
675,7104027,SULAWESI UTARA,Pemerintah,RS BERGERAK GEMEH/ RS BERGERAK KAB.KEP.TALAUD,66,369,435,D
676,5206031,NTB,Swasta,RUMAH SAKIT STIKES MATARAM,368,58,426,D
677,1174024,NAD,Swasta,RSU AZ-ZUHRA,251,174,425,D
678,3213048,JAWA BARAT,Swasta,RSU KHARISMA,118,289,407,D
679,1703046,BENGKULU,Pemerintah,RSUD LAGITA,101,291,392,D
680,3213050,JAWA BARAT,Swasta,RS INDOSEHAT 2003,125,267,392,D
681,3315061,JAWA TENGAH,Pemerintah,RSUD KI AGENG GETAS PENDOWO GUBUG,286,105,391,D
682,5171170,BALI,Swasta,RSU GRAHA ASIH,114,276,390,D
683,1502018,JAMBI,Swasta,RS ANDIMAS,239,149,388,D
684,5307021,NTT,Pemerintah,RSUD MOLA,238,132,370,D
685,1219015,SUMATERA UTARA,Swasta,RS SAPTA MEDIKA,172,179,351,D
686,7471055,SULAWESI TENGGARA,Swasta,RS PMI KENDARI,287,51,338,D
687,3216440,JAWA BARAT,Pemerintah,RSUD CABANGBUNGIN,327,4,331,D
688,2105005,KEPULAUAN RIAU,Pemerintah,RSUD TAREMPA,47,273,320,D
689,1509024,JAMBI,Swasta,RS BERSAUDARA MANDIRI,260,50,310,D
690,3471223,DIY,Swasta,RSK BEDAH PATMASURI,61,243,304,D
691,3507100,JAWA TIMUR,Pemerintah,RS SITI MIRIAM,170,123,293,D
692,1202017,SUMATERA UTARA,Pemerintah,RSUD DR HUSNI THAMRIN,91,190,281,D
693,6371158,KALIMANTAN SELATAN,Swasta,RS SILOAM BANJARMASIN,272,0,272,D
694,1214010,SUMATERA UTARA,Pemerintah,RS LUKAS HILISIMATANO,66,203,269,D
695,1208064,SUMATERA UTARA,Swasta,RS PERMATA HATI,158,101,259,D
696,3601037,BANTEN,Swasta,RS ALINDA HUSADA,82,162,244,D
697,5271098,NTB,Swasta,RS. BIO MEDIKA,20,223,243,D
698,5306053,NTT,Pemerintah,RS TK. IV 09.07.04 ATAMBUA,216,20,236,D
699,7303012,SULAWESI SELATAN,Pemerintah,RSUD BANYORANG,116,115,231,D
700,1213058,SUMATERA UTARA,Swasta,RS WAMPU NORITA,121,107,228,D
701,9230002,PAPUA,Pemerintah,RSUD TIOM,101,101,202,D
702,8272003,MALUKU UTARA,Pemerintah,RSU SOFIFI,89,113,202,D
703,1214011,SUMATERA UTARA,Swasta,RUMAH SAKIT UMUM STELLA MARIS,101,92,198,D
704,3306112,JAWA TENGAH,Swasta,RUMAH SAKIT UMUM ANANDA PURWOREJO,1,195,196,D
705,3204137,JAWA BARAT,Swasta,RS KARTINI,68,115,183,D
706,9271080,PAPUA,Pemerintah,RSUD RAMELA MUARATAMI,65,108,173,D
707,6101137,KALIMANTAN BARAT,Pemerintah,RSUD TELUK KERAMAT,57,116,173,D
708,3203041,JAWA BARAT,Pemerintah,RS. BHAYANGKARA TK IV CIANJUR,92,80,172,D
709,1405017,RIAU,Pemerintah,RSUD PERAWANG,23,141,164,D
710,6402053,KALIMANTAN TIMUR,Swasta,RS SANTA FAMILIA,35,125,160,D
711,1872067,LAMPUNG,Pemerintah,RSUD SUMBERSARI BANTUL,60,93,153,D
712,7472004,SULAWESI TENGGARA,Swasta,RSU FAGA HUSADA,70,73,143,D
713,1808018,LAMPUNG,Pemerintah,RS GRIYA MEDIKA DOMPET DHUAFA,53,80,133,D
714,7602048,SULAWESI BARAT,Pemerintah,RSUD WONOMULYO,128,1,129,D
715,1508002,JAMBI,Swasta,RSU SETIA BUDI,77,49,126,D
716,3327048,JAWA TENGAH,Swasta,RS HARAPAN SEHAT PEMALANG,120,0,120,D
717,9107003,PAPUA BARAT,Swasta,RS MALEO SORONG,105,11,116,D
718,1108016,NAD,Swasta,RUMAH SAKIT AL ISLAMIC ACEH HOSPITAL,99,3,102,D
719,3275070,JAWA BARAT,Pemerintah,RSUD TELUK PUCUNG,100,0,100,D
720,3604052,BANTEN,Swasta,RS OTIKA MEDIKA,35,65,100,D
721,5319002,NTT,Pemerintah,RSUD BORONG,53,35,88,D
722,3523056,JAWA TIMUR,Swasta,RS GRAHA HUSADA,50,28,78,D
723,7373009,SULAWESI SELATAN,Swasta,RSU MITRA SMART,53,24,77,D
724,3172765,DKI JAKARTA,Swasta,RSU ALFAUZAN,64,12,76,D
725,1233291,DKI JAKARTA,Pemerintah,KLINIK UTAMA BAKTI HUSADA,0,76,76,D
726,1304015,SUMATERA BARAT,Swasta,RS ALYA,74,0,74,D
727,5108079,BALI,Pemerintah,RS GIRI EMAS,73,0,73,D
728,3510109,JAWA TIMUR,Swasta,RSU RAHAYU MEDIKA,44,26,70,D
729,8271053,MALUKU UTARA,Swasta,RS MEDIKA HARIFALM,69,1,70,D
730,1207068,SUMATERA UTARA,Swasta,RSU HARTATI MEDICAL CENTRE,29,41,70,D
731,9217013,PAPUA,Pemerintah,RSUD OKSIBIL,2,62,64,D
732,1211092,SUMATERA UTARA,Swasta,RS ESTER,57,1,58,D
733,9228002,PAPUA,Pemerintah,RS BERGERAK KAB. MAMBERAMO RAYA,52,3,55,D
734,1507013,JAMBI,Pemerintah,RSUD SURYAH KHAIRUDDIN,11,35,46,D
735,1571169,JAMBI,Pemerintah,RSUD H. ABDURRAHMAN SAYOETI,10,35,45,D
736,3313055,JAWA TENGAH,Swasta,RS JAFAR MEDIKA KARANGANYAR,32,2,34,D
737,9171048,PAPUA BARAT,Pemerintah,RS RUJUKAN COVID-19,27,0,27,D
738,3373091,JAWA TENGAH,Pemerintah,RS SEJAHTERA BHAKTI,17,0,17,D
739,3311230,JAWA TENGAH,Swasta,RS PKU MUHAMMADIYAH KARTASURA,16,0,16,D
740,3216462,JAWA BARAT,Swasta,RS DR. ABDUL RADJAK CIBITUNG,6,8,14,D
1,K7371002,SULAWESI SELATAN,Swasta,KLINIK UTAMA CEREBELLUM,0,"317,668","317,669",Klinik / Balai
2,K1171002,NAD,Swasta,KLINIK SPESIALIS CEMPAKA LIMA,0,"265,384","265,385",Klinik / Balai
3,K7371004,SULAWESI SELATAN,Swasta,KLINIK MATA ORBITA,"1,315","167,126","168,441",Klinik / Balai
4,K7171001,SULAWESI UTARA,Swasta,KLINIK MATA SMEC MANADO,0,"167,672","167,672",Klinik / Balai
5,K6472002,KALIMANTAN TIMUR,Swasta,KLINIK SPESIALIS MATA SMEC,0,"138,410","138,410",Klinik / Balai
6,K3271002,JAWA BARAT,Swasta,KLINIK UTAMA GERIATRI WIJAYAKUSUMA,685,"125,413","126,098",Klinik / Balai
7,K3273007,JAWA BARAT,Swasta,KLINIK UTAMA NETRA 2 SPESIALIS MATA,"1,600","120,006","121,606",Klinik / Balai
8,3273046,JAWA BARAT,Pemerintah,BBKPM BANDUNG,"1,454","118,248","119,816",Klinik / Balai
9,K3573001,JAWA TIMUR,Swasta,KLINIK MATA SMEC MALANG,247,"118,963","119,210",Klinik / Balai
10,K3212001,JAWA BARAT,Swasta,KLINIK JANTUNG HASNA MEDIKA,"6,886","110,695","117,581",Klinik / Balai
11,K3208001,JAWA BARAT,Swasta,KLINIK KUNINGAN EYE CENTER,367,"116,130","116,497",Klinik / Balai
12,K3276001,JAWA BARAT,Swasta,KLINIK CIMANGGIS MEDIKA,0,"115,450","115,450",Klinik / Balai
13,K3302001,JAWA TENGAH,Swasta,KLINIK UTAMA RAWAT JALAN KATARAK CENTER,0,"111,401","111,401",Klinik / Balai
14,K6371001,KALIMANTAN SELATAN,Swasta,KLINIK RAFISA DAHLIA,0,"107,705","107,705",Klinik / Balai
15,K7271001,SULAWESI TENGAH,Swasta,KLINIK MANGGALA,0,"104,886","104,886",Klinik / Balai
16,K722001,SULAWESI TENGAH,Swasta,KLINIK NUR MEDIKA,1,"102,446","102,447",Klinik / Balai
17,k3204002,JAWA BARAT,Swasta,KLINIK UTAMA MEDIKA ANTAPANI,0,"100,067","100,067",Klinik / Balai
18,k6171001,KALIMANTAN BARAT,Swasta,KLINIK PONTIANAK EYE CENTER,0,"97,495","97,495",Klinik / Balai
19,K3273001,JAWA BARAT,Pemerintah,KLINIK UTAMA JIWA GRHA JIWA,0,"95,264","95,264",Klinik / Balai
20,K3578004,JAWA TIMUR,Swasta,KLINIK MATA TRITYA,0,"93,378","93,430",Klinik / Balai
21,K3204128,JAWA BARAT,Swasta,KLINIK BANDUNG EYE CENTER,0,"90,950","90,951",Klinik / Balai
22,k6104001,KALIMANTAN BARAT,Swasta,KLINIK SPESIALIS MATA DAN THT AYANI,0,"81,930","81,930",Klinik / Balai
23,7371121,SULAWESI SELATAN,Pemerintah,BBKPM MAKASSAR,"5,599","75,313","80,938",Klinik / Balai
24,k3374001,JAWA TENGAH,Swasta,KLINIK GINJAL HIPERTENSI LESTARI,0,"77,969","77,969",Klinik / Balai
25,K3525001,JAWA TIMUR,Swasta,KLINIK MATA UTAMA GRESIK,0,"76,285","76,285",Klinik / Balai
26,3302066,JAWA TENGAH,Pemerintah,BKMM BANYUMAS,0,"75,967","75,967",Klinik / Balai
27,K3578003,JAWA TIMUR,Swasta,KLINIK UTAMA JAVA CATARACT AND REFRACTIVE CENTER,0,"68,320","68,320",Klinik / Balai
28,K3524001,JAWA TIMUR,Swasta,KLINIK UTAMA LAMONGAN,0,"67,977","67,977",Klinik / Balai
29,K3573003,JAWA TIMUR,Swasta,KLINIK RAWAT JALAN BUNGA MELATI,0,"65,769","65,769",Klinik / Balai
30,K3514001,JAWA TIMUR,Pemerintah,KLINIK MATA PANDAAN,0,"64,760","64,760",Klinik / Balai
31,1371035,SUMATERA BARAT,Pemerintah,BKMM SUMATERA BARAT,0,"63,382","63,382",Klinik / Balai
32,K1231941,DKI JAKARTA,Swasta,KLINIK UTAMA KHUSUS MATA SMEC,114,"61,034","61,148",Klinik / Balai
33,K7174002,SULAWESI UTARA,Swasta,KLINIK MATA TOTABUAN,1,"60,677","60,678",Klinik / Balai
34,K3573002,JAWA TIMUR,Swasta,KLINIK UTAMA EYE MALANG,89,"60,485","60,574",Klinik / Balai
35,K7171003,SULAWESI UTARA,Swasta,KLINIK IPO MEDIKA,0,"59,047","59,047",Klinik / Balai
36,K7571002,GORONTALO,Swasta,KLINIK KINESIA SENTRA REHABILITASI,0,"58,569","58,867",Klinik / Balai
37,3374035,JAWA TENGAH,Pemerintah,BKIM SEMARANG,0,"57,413","57,413",Klinik / Balai
38,7371186,SULAWESI SELATAN,Pemerintah,"BALAI KESEHATAN KULIT, KELAMIN DAN KOSMETIK( BK4 ) MAKASSAR",0,"56,805","56,805",Klinik / Balai
39,K3302002,JAWA TENGAH,Swasta,KLINIK UTAMA AMANDA,"4,278","52,479","56,757",Klinik / Balai
40,K6301001,KALIMANTAN SELATAN,Swasta,KLINIK UTAMA ANMARIZ,"2,697","53,372","56,069",Klinik / Balai
41,3215037,JAWA BARAT,Pemerintah,BKMMM CIKAMPEK,0,"55,497","55,497",Klinik / Balai
42,k3171778,DKI JAKARTA,Swasta,KLINIK JAKARTA KIDNEY CENTER,0,"54,538","54,538",Klinik / Balai
43,K8171002,MALUKU,Swasta,KLINIK MATA AMBON VLISSINGEN,0,"53,502","53,502",Klinik / Balai
44,K3173007,DKI JAKARTA,Swasta,KLINIK JEC@TAMBORA,0,"53,021","53,021",Klinik / Balai
45,7171038,SULAWESI UTARA,Pemerintah,BKMM PROV. SULAWESI UTARA,"1,102","50,431","51,534",Klinik / Balai
46,K3216002,JAWA BARAT,Swasta,KLINIK MATA UTAMA JEC CIBUBUR,0,"50,784","50,784",Klinik / Balai
47,K7302001,SULAWESI SELATAN,Swasta,KLINIK SPESIALIS NURUL,932,"48,135","49,067",Klinik / Balai
48,K1204001,SUMATERA UTARA,Swasta,KLINIK UTAMA YAKIN SEHAT SIBULUAN NALAMBOK,"4,452","44,104","48,556",Klinik / Balai
49,K3273126,JAWA BARAT,Swasta,KLINIK KHUSUS JIWA NUR ILAHI,"1,585","46,771","48,358",Klinik / Balai
50,K3402001,DIY,Swasta,KLINIK HEMODIALISIS NITIPURAN,0,"48,243","48,243",Klinik / Balai
51,K3201003,JAWA BARAT,Swasta,KLINIK MATA DR. HASRI AINUN HABIBIE,0,"48,066","48,066",Klinik / Balai
52,K1509001,JAMBI,Swasta,KLINIK MATA INDIRA,"2,238","45,594","47,832",Klinik / Balai
53,3310040,JAWA TENGAH,Pemerintah,BP4 KLATEN,254,"47,437","47,691",Klinik / Balai
54,K3172003,DKI JAKARTA,Swasta,KLINIK MATA CIBUBUR MEDIKA,0,"47,476","47,476",Klinik / Balai
55,K3274014,JAWA BARAT,Swasta,KLINIK JANTUNG CIREBON,0,"46,910","46,910",Klinik / Balai
56,K7373001,SULAWESI SELATAN,Swasta,KLINIK MATA AININ,0,"46,853","46,853",Klinik / Balai
57,K3517001,JAWA TIMUR,Swasta,KLINIK MATA MOJOAGUNG,0,"46,399","46,528",Klinik / Balai
58,K3210024,JAWA BARAT,Pemerintah,KLINIK JANTUNG HASNA MEDIKA MAJALENGKA,"2,522","43,692","46,214",Klinik / Balai
59,K3171002,DKI JAKARTA,Pemerintah,KLINIK HEMODIALISIS CIPTA HUSADA,0,"45,696","45,696",Klinik / Balai
60,5271035,NTB,Pemerintah,BKMM-MATARAM NTB,0,"45,669","45,669",Klinik / Balai
61,K3576001,JAWA TIMUR,Swasta,KLINIK MATA ROYAL EDC MOJOSARI,0,"43,379","43,379",Klinik / Balai
62,K2171001,KEPULAUAN RIAU,Swasta,KLINIK UTAMA DUNIA MEDICAL CENTRE,"4,754","38,044","42,798",Klinik / Balai
63,K5171002,BALI,Swasta,KLINIK BALI HUSADA CIPTA CANTHI,521,"41,605","42,126",Klinik / Balai
64,K3507003,JAWA TIMUR,Swasta,KLINIK HUSADA ASIH,0,"41,767","41,767",Klinik / Balai
